Cancela/2024-04-21/08:51:38pm/Aberto,
Cancela/2024-04-21/08:51:38pm/Fechado,
cancela | Data: 2024-06-13 11:59:47pm Estado:1.00,
cancela | Data: 2024-06-14 12:10:23am Estado:0.00,
cancela | Data: 2024-06-14 12:10:23am Estado:0.00,
cancela | Data: 2024-06-14 12:10:23am Estado:0.00,
cancela | Data: 2024-06-14 12:10:23am Estado:0.00,
cancela | Data: 2024-06-14 12:10:23am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:24am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:25am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:26am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:27am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:28am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:29am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:30am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:31am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:32am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:33am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:34am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:35am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:36am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:37am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:38am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:39am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:40am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:41am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:42am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:43am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:44am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:45am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:46am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:47am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:48am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:49am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:50am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:51am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:52am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:53am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:54am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:55am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:56am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:57am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:58am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:10:59am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:00am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:01am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:02am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:03am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:04am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:05am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:06am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:07am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:08am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:09am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:10am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:11am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:12am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:13am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:14am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:15am Estado:0.00,
cancela | Data: 2024-06-14 12:11:16am Estado:0.00,
cancela | Data: 2024-06-14 12:11:16am Estado:0.00,
cancela | Data: 2024-06-14 12:11:16am Estado:0.00,
cancela | Data: 2024-06-14 12:11:16am Estado:0.00,
